Time,Frequency 6EF39700 (Hgr Kitatumba - Labo),Frequency D2B9CB2E (Hgr Kitatumba - Mdh office),Voltage 6EF39700 (Hgr Kitatumba - Labo),Voltage D2B9CB2E (Hgr Kitatumba - Mdh office),Generator_ON
1/8/23 3:02,50,49.9,217,224,FALSE
1/8/23 3:04,50,50,217,224,FALSE
1/8/23 3:06,49.8,49.8,218,224,FALSE
1/8/23 3:08,50,50,219,226,FALSE
1/8/23 3:10,50,50,219,226,FALSE
1/8/23 3:12,50.1,50,219,226,FALSE
1/8/23 3:14,50,50,219,225,FALSE
1/8/23 3:16,50.1,50.1,219,225,FALSE
1/8/23 3:18,50.1,50,218,224,FALSE
1/8/23 3:20,49.8,49.9,216,224,FALSE
1/8/23 3:22,49.9,49.9,216,223,FALSE
1/8/23 3:24,49.9,49.8,216,223,FALSE
1/8/23 3:26,49.9,49.9,218,225,FALSE
1/8/23 3:28,50,50,219,226,FALSE
1/8/23 3:30,50,50,219,226,FALSE
1/8/23 3:32,49.9,49.9,219,225,FALSE
1/8/23 3:34,49.8,49.8,218,224,FALSE
1/8/23 3:36,50.1,50.1,218,224,FALSE
1/8/23 3:38,50,50.1,216,223,FALSE
1/8/23 3:40,49.9,49.9,216,223,FALSE
1/8/23 3:42,49.9,49.9,216,223,FALSE
1/8/23 3:44,50,50,217,224,FALSE
1/8/23 3:46,50,50,217,223,FALSE
1/8/23 3:48,50.2,50.2,216,224,FALSE
1/8/23 3:50,49.9,49.9,217,224,FALSE
1/8/23 3:52,50.1,50,218,225,FALSE
1/8/23 3:54,50,49.9,217,224,FALSE
1/8/23 3:56,49.9,49.9,217,224,FALSE
1/8/23 3:58,50.3,50.2,216,224,FALSE
1/8/23 4:00,50,50,218,225,FALSE
1/8/23 4:02,50,50,216,223,FALSE
1/8/23 4:04,49.9,49.9,216,223,FALSE
1/8/23 4:06,50,50,216,223,FALSE
1/8/23 4:08,49.9,49.9,216,224,FALSE
1/8/23 4:10,49.9,49.9,217,224,FALSE
1/8/23 4:12,50,49.9,218,226,FALSE
1/8/23 4:14,49.9,49.9,221,226,FALSE
1/8/23 4:16,49.9,49.9,221,226,FALSE
1/8/23 4:18,49.9,49.9,220,226,FALSE
1/8/23 4:20,50,50.1,219,227,FALSE
1/8/23 4:22,49.9,49.9,219,225,FALSE
1/8/23 4:24,49.9,49.8,216,225,FALSE
1/8/23 4:26,49.9,50,219,225,FALSE
1/8/23 4:28,50.2,50.2,218,225,FALSE
1/8/23 4:30,49.9,49.9,219,225,FALSE
1/8/23 4:32,50,50,219,225,FALSE
1/8/23 4:34,49.9,50,216,225,FALSE
1/8/23 4:36,50,50,215,223,FALSE
1/8/23 4:38,50.2,50.3,218,226,FALSE
1/8/23 4:40,49.8,49.8,216,225,FALSE
1/8/23 4:42,50.1,50.1,218,224,FALSE
1/8/23 4:44,49.9,49.9,216,223,FALSE
1/8/23 4:46,50.1,50.1,218,223,FALSE
1/8/23 4:48,49.9,49.9,218,224,FALSE
1/8/23 4:50,50,50,218,224,FALSE
1/8/23 4:52,50.2,50.2,215,222,FALSE
1/8/23 4:54,50,50,214,221,FALSE
1/8/23 4:56,49.8,49.8,214,222,FALSE
1/8/23 4:58,49.8,49.8,215,223,FALSE
1/8/23 5:00,50.2,50.2,216,223,FALSE
1/8/23 5:02,49.6,49.8,216,223,FALSE
1/8/23 5:04,49.9,49.9,216,223,FALSE
1/8/23 5:06,49.9,50,214,222,FALSE
1/8/23 5:08,50,50,214,221,FALSE
1/8/23 5:10,49.6,49.7,211,218,FALSE
1/8/23 5:12,50,50,211,218,FALSE
1/8/23 5:14,50.1,50,210,219,FALSE
1/8/23 5:16,50,50.1,217,223,FALSE
1/8/23 5:18,50,50,216,223,FALSE
1/8/23 5:20,49.8,49.9,214,222,FALSE
1/8/23 5:22,49.8,49.8,213,221,FALSE
1/8/23 5:24,50.1,50.1,212,221,FALSE
1/8/23 5:26,49.8,49.8,212,219,FALSE
1/8/23 5:28,50.1,50,212,219,FALSE
1/8/23 5:30,50,49.9,212,220,FALSE
1/8/23 5:32,49.9,49.9,212,220,FALSE
1/8/23 5:34,50,50,211,219,FALSE
1/8/23 5:36,50,49.8,214,219,FALSE
1/8/23 5:38,49.8,49.9,214,221,FALSE
1/8/23 5:40,49.9,49.9,216,223,FALSE
1/8/23 5:42,49.9,49.9,217,224,FALSE
1/8/23 5:44,50,50,215,223,FALSE
1/8/23 5:46,50,50,215,222,FALSE
1/8/23 5:48,50,49.9,214,221,FALSE
1/8/23 5:50,50.1,50.1,209,217,FALSE
1/8/23 5:52,49.7,49.7,211,218,FALSE
1/8/23 5:54,50,50,211,218,FALSE
1/8/23 5:56,50.2,50.1,210,218,FALSE
1/8/23 5:58,49.8,49.8,209,217,FALSE
1/8/23 6:00,49.8,49.8,209,216,FALSE
1/8/23 6:02,49.9,50,211,219,FALSE
1/8/23 6:04,50,50,211,218,FALSE
1/8/23 6:06,49.8,49.8,211,219,FALSE
1/8/23 6:08,50,50,213,220,FALSE
1/8/23 6:10,50.1,50,214,221,FALSE
1/8/23 6:12,49.9,49.9,214,221,FALSE
1/8/23 6:14,50,50,214,221,FALSE
1/8/23 6:16,50,50,212,220,FALSE
1/8/23 6:18,49.9,50,210,218,FALSE
1/8/23 6:20,50.1,50.1,211,218,FALSE
1/8/23 6:22,49.6,49.6,211,218,FALSE
1/8/23 6:24,50,50,211,218,FALSE
1/8/23 6:26,50,50,211,218,FALSE
1/8/23 6:28,50,50,211,219,FALSE
1/8/23 6:30,50,50,211,219,FALSE
1/8/23 6:32,50.1,49.9,212,219,FALSE
1/8/23 6:34,50,50,209,215,FALSE
1/8/23 6:36,49.9,49.9,208,215,FALSE
1/8/23 6:38,49.9,50,207,215,FALSE
1/8/23 6:40,49.9,50,208,215,FALSE
1/8/23 6:42,50.1,50,208,215,FALSE
1/8/23 6:44,49.9,50,210,218,FALSE
1/8/23 6:46,49.9,49.9,211,219,FALSE
1/8/23 6:48,49.8,49.9,209,216,FALSE
1/8/23 6:50,49.8,49.8,207,213,FALSE
1/8/23 6:52,50.1,50.2,209,216,FALSE
1/8/23 6:54,50,50,210,216,FALSE
1/8/23 6:56,50.2,50.2,211,216,FALSE
1/8/23 6:58,50,50,208,215,FALSE
1/8/23 7:00,49.7,49.7,202,209,FALSE
1/8/23 7:02,49.8,49.7,192,200,FALSE
1/8/23 7:04,50.2,50.1,197,205,FALSE
1/8/23 7:06,49.7,49.7,196,204,FALSE
1/8/23 7:08,50,50,199,207,FALSE
1/8/23 7:10,50,50,199,206,FALSE
1/8/23 7:12,50,50,200,207,FALSE
1/8/23 7:14,49.8,49.8,201,207,FALSE
1/8/23 7:16,49.9,49.9,202,208,FALSE
1/8/23 7:18,50,50,197,204,FALSE
1/8/23 7:20,50.2,50.1,198,204,FALSE
1/8/23 7:22,49.8,49.8,190,200,FALSE
1/8/23 7:24,49.8,49.8,196,203,FALSE
1/8/23 7:26,49.9,49.8,191,197,FALSE
1/8/23 7:28,50.1,50.1,190,199,FALSE
1/8/23 7:30,50,50,190,198,FALSE
1/8/23 7:32,49.9,50.1,190,195,FALSE
1/8/23 7:34,50.1,50,192,199,FALSE
1/8/23 7:36,50.2,50.2,192,199,FALSE
1/8/23 7:38,50.1,50.2,194,201,FALSE
1/8/23 7:40,49.9,49.9,194,201,FALSE
1/8/23 7:42,50.2,50.2,194,201,FALSE
1/8/23 7:44,50.7,50.7,190,197,FALSE
1/8/23 7:46,50,49.9,190,197,FALSE
1/8/23 7:48,49.7,49.6,193,201,FALSE
1/8/23 7:50,49.7,49.7,182,190,FALSE
1/8/23 7:52,50.6,50.5,193,199,FALSE
1/8/23 7:54,50.1,50,180,189,FALSE
1/8/23 7:56,49.6,49.7,187,195,FALSE
1/8/23 7:58,50.1,50.2,187,194,FALSE
1/8/23 8:00,50.1,50.2,192,198,FALSE
1/8/23 8:02,50.3,50.3,187,194,FALSE
1/8/23 8:04,50,50,190,195,FALSE
1/8/23 8:06,49.7,49.8,183,188,FALSE
1/8/23 8:08,49.7,49.7,194,199,FALSE
1/8/23 8:10,50.1,50.1,193,195,FALSE
1/8/23 8:12,50,50,186,192,FALSE
1/8/23 8:14,49.9,49.9,192,199,FALSE
1/8/23 8:16,49.8,49.7,197,202,FALSE
1/8/23 8:18,49.9,49.9,199,201,FALSE
1/8/23 8:20,49.6,49.7,192,201,FALSE
1/8/23 8:22,50.2,50.2,193,197,FALSE
1/8/23 8:24,50.2,50.3,191,196,FALSE
1/8/23 8:26,50.1,50.1,192,198,FALSE
1/8/23 8:28,50.3,50.3,197,203,FALSE
1/8/23 8:30,50.2,50.3,197,204,FALSE
1/8/23 8:32,50.3,50.4,194,199,FALSE
1/8/23 8:34,49.8,49.8,202,207,FALSE
1/8/23 8:36,49.8,49.7,201,207,FALSE
1/8/23 8:38,50.1,50.1,202,208,FALSE
1/8/23 8:40,49.7,49.7,201,207,FALSE
1/8/23 8:42,49.5,49.5,201,206,FALSE
1/8/23 8:44,49.8,49.8,197,204,FALSE
1/8/23 8:46,49.6,49.7,195,203,FALSE
1/8/23 8:48,49.8,49.9,195,202,FALSE
1/8/23 8:50,50.2,50.3,193,200,FALSE
1/8/23 8:52,49.8,49.8,194,200,FALSE
1/8/23 8:54,49.8,49.9,195,200,FALSE
1/8/23 8:56,49.7,49.7,193,201,FALSE
1/8/23 8:58,49.6,49.6,192,199,FALSE
1/8/23 9:00,50.1,50,190,193,FALSE
1/8/23 9:02,50.1,50.1,192,199,FALSE
1/8/23 9:04,50,49.9,194,199,FALSE
1/8/23 9:06,50,49.9,192,198,FALSE
1/8/23 9:08,50.2,50.2,189,195,FALSE
1/8/23 9:10,50.2,50.2,188,196,FALSE
1/8/23 9:12,49.9,49.9,190,196,FALSE
1/8/23 9:14,50.2,50.2,190,198,FALSE
1/8/23 9:16,50,50,189,198,FALSE
1/8/23 9:18,50.2,50.2,188,195,FALSE
1/8/23 9:20,49.8,49.8,194,200,FALSE
1/8/23 9:22,49.9,50,186,193,FALSE
1/8/23 9:24,50,50,183,194,FALSE
1/8/23 9:26,50,49.9,187,195,FALSE
1/8/23 9:28,50,50.1,185,192,FALSE
1/8/23 9:30,50,50.1,185,192,FALSE
1/8/23 9:32,49.8,49.8,179,187,FALSE
1/8/23 9:34,49.8,49.9,186,190,FALSE
1/8/23 9:36,50.2,50.2,189,195,FALSE
1/8/23 9:38,50.1,50.2,195,201,FALSE
1/8/23 9:40,50.1,50.1,191,196,FALSE
1/8/23 9:42,50.1,50.1,192,198,FALSE
1/8/23 9:44,50.1,50.1,187,194,FALSE
1/8/23 9:46,50.2,50.2,198,204,FALSE
1/8/23 9:48,50,50.1,193,198,FALSE
1/8/23 9:50,50.1,50.2,190,198,FALSE
1/8/23 9:52,49.7,49.7,192,197,FALSE
1/8/23 9:54,50,50,190,194,FALSE
1/8/23 9:56,49.7,49.7,183,190,FALSE
1/8/23 9:58,50,50,194,200,FALSE
1/8/23 10:00,49.7,49.7,184,189,FALSE
1/8/23 10:02,49.8,49.9,193,198,FALSE
1/8/23 10:04,49.7,49.8,190,195,FALSE
1/8/23 10:06,49.9,49.8,186,190,FALSE
1/8/23 10:08,49.9,49.8,180,186,FALSE
1/8/23 10:10,50,50,182,190,FALSE
1/8/23 10:12,49.8,49.9,184,190,FALSE
1/8/23 10:14,50,50.1,178,186,FALSE
1/8/23 10:16,50,49.9,183,187,FALSE
1/8/23 10:18,49.8,49.9,187,192,FALSE
1/8/23 10:20,49.9,49.9,185,187,FALSE
1/8/23 10:22,50.3,50.3,187,189,FALSE
1/8/23 10:24,50,49.9,189,194,FALSE
1/8/23 10:26,50.1,50.1,188,192,FALSE
1/8/23 10:28,50,49.8,187,191,FALSE
1/8/23 10:30,49.6,49.6,183,189,FALSE
1/8/23 10:32,50.1,49.9,184,189,FALSE
1/8/23 10:34,50.5,50.5,189,194,FALSE
1/8/23 10:36,50.1,50.1,185,192,FALSE
1/8/23 10:38,50.1,50.1,186,192,FALSE
1/8/23 10:40,49.9,49.8,184,187,FALSE
1/8/23 10:42,50.3,50.2,188,193,FALSE
1/8/23 10:44,50,49.9,185,191,FALSE
1/8/23 10:46,50.8,50.8,188,194,FALSE
1/8/23 10:48,50.1,50.1,185,191,FALSE
1/8/23 10:50,50.2,50.2,191,195,FALSE
1/8/23 10:52,49.9,49.9,186,190,FALSE
1/8/23 10:54,50.2,50.2,190,194,FALSE
1/8/23 10:56,50,50,191,197,FALSE
1/8/23 10:58,50,49.9,192,196,FALSE
1/8/23 11:00,49.7,49.8,188,194,FALSE
1/8/23 11:02,49.8,49.8,187,193,FALSE
1/8/23 11:04,50,50,192,194,FALSE
1/8/23 11:06,50,50,193,197,FALSE
1/8/23 11:08,50.2,50.2,191,194,FALSE
1/8/23 11:10,50.2,50.1,194,198,FALSE
1/8/23 11:12,50,50.1,189,194,FALSE
1/8/23 11:14,50,50.1,197,202,FALSE
1/8/23 11:16,50,50,193,197,FALSE
1/8/23 11:18,49.9,49.9,194,202,FALSE
1/8/23 11:20,50,49.9,192,198,FALSE
1/8/23 11:22,50,49.9,191,198,FALSE
1/8/23 11:24,49.8,49.8,189,195,FALSE
1/8/23 11:26,49.9,50,189,194,FALSE
1/8/23 11:28,50,50,187,193,FALSE
1/8/23 11:30,50.1,50.1,187,192,FALSE
1/8/23 11:32,49.9,50,183,190,FALSE
1/8/23 11:34,50,49.9,178,184,FALSE
1/8/23 11:36,49.9,50,185,192,FALSE
1/8/23 11:38,50,50,184,190,FALSE
1/8/23 11:40,50,49.9,180,187,FALSE
1/8/23 11:42,49.9,49.8,187,193,FALSE
1/8/23 11:44,49.8,49.9,184,190,FALSE
1/8/23 11:46,50.2,50.2,180,187,FALSE
1/8/23 11:48,49.9,49.9,186,192,FALSE
1/8/23 11:50,50.3,50.3,189,194,FALSE
1/8/23 11:52,50,50.1,190,197,FALSE
1/8/23 11:54,49.6,49.7,191,197,FALSE
1/8/23 11:56,50,50,194,199,FALSE
1/8/23 11:58,49.7,49.7,186,191,FALSE
1/8/23 12:00,50,49.9,190,196,FALSE
1/8/23 12:02,50,50.1,188,194,FALSE
1/8/23 12:04,50.1,50.1,193,199,FALSE
1/8/23 12:06,49.8,49.9,185,192,FALSE
1/8/23 12:08,50.1,50,177,183,FALSE
1/8/23 12:10,49.9,50,184,188,FALSE
1/8/23 12:12,49.9,49.9,189,195,FALSE
1/8/23 12:14,50,50,190,195,FALSE
1/8/23 12:16,50,49.9,187,192,FALSE
1/8/23 12:18,49.7,49.7,185,192,FALSE
1/8/23 12:20,49.9,49.9,180,187,FALSE
1/8/23 12:22,49.9,50,188,194,FALSE
1/8/23 12:24,50,50.1,190,197,FALSE
1/8/23 12:26,50,49.9,182,187,FALSE
1/8/23 12:28,49.8,49.9,192,198,FALSE
1/8/23 12:30,49.9,50,194,199,FALSE
1/8/23 12:32,50,50,194,201,FALSE
1/8/23 12:34,50.1,50.1,192,199,FALSE
1/8/23 12:36,49.9,49.9,194,199,FALSE
1/8/23 12:38,50.3,50.3,192,197,FALSE
1/8/23 12:40,50.2,50.2,189,193,FALSE
1/8/23 12:42,50,50,192,197,FALSE
1/8/23 12:44,49.7,49.8,187,192,FALSE
1/8/23 12:46,49.6,49.6,186,192,FALSE
1/8/23 12:48,49.7,49.8,193,198,FALSE
1/8/23 12:50,49.9,50,181,187,FALSE
1/8/23 12:52,49.8,49.8,185,190,FALSE
1/8/23 12:54,49.8,49.8,181,188,FALSE
1/8/23 12:56,50.3,50.3,183,192,FALSE
1/8/23 12:58,50.1,50.2,191,196,FALSE
1/8/23 13:00,49.9,50,194,200,FALSE
1/8/23 13:02,50,50.1,190,196,FALSE
1/8/23 13:04,50.1,50,195,200,FALSE
1/8/23 13:06,50.1,50.2,190,194,FALSE
1/8/23 13:08,50,49.9,191,196,FALSE
1/8/23 13:10,50.1,50,192,199,FALSE
1/8/23 13:12,50,49.9,182,188,FALSE
1/8/23 13:14,49.8,49.8,192,198,FALSE
1/8/23 13:16,50,50,187,193,FALSE
1/8/23 13:18,49.9,49.9,189,195,FALSE
1/8/23 13:20,49.8,49.7,189,196,FALSE
1/8/23 13:22,50.1,50,188,195,FALSE
1/8/23 13:24,50,50.1,190,196,FALSE
1/8/23 13:26,50.2,50.3,185,193,FALSE
1/8/23 13:28,49.9,49.9,186,193,FALSE
1/8/23 13:30,49.9,49.9,184,193,FALSE
1/8/23 13:32,49.9,49.9,189,194,FALSE
1/8/23 13:34,50,49.9,186,191,FALSE
1/8/23 13:36,50,50,191,197,FALSE
1/8/23 13:38,50.3,50.3,183,190,FALSE
1/8/23 13:40,50.3,50.2,190,196,FALSE
1/8/23 13:42,50.4,50.5,180,185,FALSE
1/8/23 13:44,50.1,50.2,189,195,FALSE
1/8/23 13:46,50,50,181,187,FALSE
1/8/23 13:48,50,50,187,192,FALSE
1/8/23 13:50,49.9,49.7,192,198,FALSE
1/8/23 13:52,49.7,49.7,191,199,FALSE
1/8/23 13:54,49.8,49.8,194,193,FALSE
1/8/23 13:56,49.9,49.9,185,193,FALSE
1/8/23 13:58,50,50,193,200,FALSE
1/8/23 14:00,49.8,50,194,200,FALSE
1/8/23 14:02,50.2,50.1,194,201,FALSE
1/8/23 14:04,50.2,50.1,187,195,FALSE
1/8/23 14:06,49.9,49.9,191,198,FALSE
1/8/23 14:08,49.7,49.5,183,190,FALSE
1/8/23 14:10,49.7,49.8,190,194,FALSE
1/8/23 14:12,49.8,49.8,184,192,FALSE
1/8/23 14:14,50,50.2,183,190,FALSE
1/8/23 14:16,49.9,50,185,192,FALSE
1/8/23 14:18,49.9,49.8,192,199,FALSE
1/8/23 14:20,49.9,50,192,199,FALSE
1/8/23 14:22,50,50,193,199,FALSE
1/8/23 14:24,50.1,49.9,192,196,FALSE
1/8/23 14:26,50.2,50.1,182,189,FALSE
1/8/23 14:28,49.8,49.8,187,195,FALSE
1/8/23 14:30,50,50,180,185,FALSE
1/8/23 14:32,49.9,49.8,181,188,FALSE
1/8/23 14:34,50.3,50.2,182,189,FALSE
1/8/23 14:36,50,50.1,190,196,FALSE
1/8/23 14:38,50.2,50.2,192,197,FALSE
1/8/23 14:40,50.1,50.1,188,195,FALSE
1/8/23 14:42,50,50,192,199,FALSE
1/8/23 14:44,49.8,49.8,191,198,FALSE
1/8/23 14:46,50,50.1,192,198,FALSE
1/8/23 14:48,49.9,50,191,197,FALSE
1/8/23 14:50,50.1,50.1,185,191,FALSE
1/8/23 14:52,50,49.9,188,193,FALSE
1/8/23 14:54,50.1,50.1,188,194,FALSE
1/8/23 14:56,50.2,50.2,186,193,FALSE
1/8/23 14:58,50.1,50,187,194,FALSE
1/8/23 15:00,50.2,50.2,187,194,FALSE
1/8/23 15:02,50,50.1,190,199,FALSE
1/8/23 15:04,50.2,50.1,190,197,FALSE
1/8/23 15:06,49.6,49.6,187,190,FALSE
1/8/23 15:08,49.6,49.7,182,187,FALSE
1/8/23 15:10,49.9,49.9,185,190,FALSE
1/8/23 15:12,50,50,184,190,FALSE
1/8/23 15:14,49.9,49.8,182,187,FALSE
1/8/23 15:16,50,50.1,184,190,FALSE
1/8/23 15:18,49.8,49.9,184,190,FALSE
1/8/23 15:20,49.8,49.9,183,190,FALSE
1/8/23 15:22,49.9,49.9,180,190,FALSE
1/8/23 15:24,50.1,50.2,182,189,FALSE
1/8/23 15:26,50.1,50.1,175,180,FALSE
1/8/23 15:28,50,50.1,184,189,FALSE
1/8/23 15:30,49.7,49.8,180,185,FALSE
1/8/23 15:32,49.6,49.7,187,193,FALSE
1/8/23 15:34,49.8,49.8,188,194,FALSE
1/8/23 15:36,50.1,50,185,190,FALSE
1/8/23 15:38,50.1,50.1,192,197,FALSE
1/8/23 15:40,49.9,49.9,189,197,FALSE
1/8/23 15:42,50,50,193,199,FALSE
1/8/23 15:44,50.1,50.2,190,196,FALSE
1/8/23 15:46,49.9,49.9,191,198,FALSE
1/8/23 15:48,50.1,50.1,182,189,FALSE
1/8/23 15:50,50,49.9,190,197,FALSE
1/8/23 15:52,50,49.9,182,190,FALSE
1/8/23 15:54,50,50.1,173,182,FALSE
1/8/23 15:56,50.1,50,178,187,FALSE
1/8/23 15:58,50,50,173,184,FALSE
1/8/23 16:00,50.1,50.2,173,183,FALSE
1/8/23 16:02,50.1,50.2,174,185,FALSE
1/8/23 16:04,49.9,49.9,179,190,FALSE
1/8/23 16:06,49.6,49.7,170,181,FALSE
1/8/23 16:08,49.8,49.9,190,197,FALSE
1/8/23 16:10,50.1,50.1,190,197,FALSE
1/8/23 16:12,50.2,50.2,187,193,FALSE
1/8/23 16:14,50,50,190,197,FALSE
1/8/23 16:16,50,49.9,190,197,FALSE
1/8/23 16:18,50.2,50.2,185,192,FALSE
1/8/23 16:20,50,50,191,198,FALSE
1/8/23 16:22,50,49.9,184,193,FALSE
1/8/23 16:24,50,50,182,192,FALSE
1/8/23 16:26,50.2,50.2,183,192,FALSE
1/8/23 16:28,49.9,49.8,183,192,FALSE
1/8/23 16:30,50,50.2,187,193,FALSE
1/8/23 16:32,50,50.1,189,196,FALSE
1/8/23 16:34,49.7,49.9,187,193,FALSE
1/8/23 16:36,50,49.9,189,196,FALSE
1/8/23 16:38,49.8,49.8,185,191,FALSE
1/8/23 16:40,49.8,49.8,190,198,FALSE
1/8/23 16:42,50.1,50,187,197,FALSE
1/8/23 16:44,50.2,50.1,190,196,FALSE
1/8/23 16:46,49.8,49.9,185,195,FALSE
1/8/23 16:48,50.2,50.2,182,192,FALSE
1/8/23 16:50,50.1,50,190,198,FALSE
1/8/23 16:52,49.9,49.8,189,194,FALSE
1/8/23 16:54,50,50,181,190,FALSE
1/8/23 16:56,50,49.9,190,197,FALSE
1/8/23 16:58,50,49.9,190,193,FALSE
1/8/23 17:00,49.9,50,190,197,FALSE
1/8/23 17:02,50,50,187,194,FALSE
1/8/23 17:04,50,49.9,193,200,FALSE
1/8/23 17:06,50,50,189,194,FALSE
1/8/23 17:08,50.1,50,192,200,FALSE
1/8/23 17:10,49.8,49.9,193,200,FALSE
1/8/23 17:12,49.7,49.7,193,200,FALSE
1/8/23 17:14,49.8,49.9,187,194,FALSE
1/8/23 17:16,49.9,49.9,185,194,FALSE
1/8/23 17:18,50.1,50.1,189,197,FALSE
1/8/23 17:20,50,50,185,191,FALSE
1/8/23 17:22,50,50,182,193,FALSE
1/8/23 17:24,50.1,50.1,181,190,FALSE
1/8/23 17:26,49.9,49.9,190,199,FALSE
1/8/23 17:28,49.9,49.8,185,192,FALSE
1/8/23 17:30,49.8,49.9,192,199,FALSE
1/8/23 17:32,50,50,189,197,FALSE
1/8/23 17:34,50,50,194,202,FALSE
1/8/23 17:36,50.1,50.1,185,193,FALSE
1/8/23 17:38,49.9,49.9,187,194,FALSE
1/8/23 17:40,49.8,49.9,190,198,FALSE
1/8/23 17:42,49.9,49.9,188,195,FALSE
1/8/23 17:44,49.9,50,192,199,FALSE
1/8/23 17:46,50,50.1,192,200,FALSE
